run_id,case_id,domain,condition,model_slot,repetition,prompt_hash,provider,model_id,status,attribution,confidence,justification,evidence_used,limitations,action,input_tokens,output_tokens,total_tokens,executed_at_utc
RUN_0021,PX_1002,fairness,C2,model_1,1,9648d2259a4074139dadd8759a780cf07a6b31fd1ec13f428bbaae3e88439339,openai,gpt-5.4-mini-2026-03-17,completed,insufficient_basis,95,"The evidence shows aggregate predictive performance and a small number of complaints, but it does not provide the group-level outcome or error distributions required to assess fairness across relevant groups. The validation documentation also omits the demographic composition of the validation dataset, so it is not possible to determine whether the evaluation population corresponds adequately to the intended deployment population. Because fairness requires evidence about distribution of outcomes and errors across groups, the available evidence does not support attributing fairness to the system in this deployment context.","[""Validation accuracy: 93.1%."", ""Overall false-positive rate: 7.9%."", ""Overall false-negative rate: 6.2%."", ""Overall calibration error: 0.029."", ""Validation dataset contains 51,600 applications."", ""Group-specific error rates are not reported in the validation documentation."", ""Demographic composition of the validation dataset is not included in the documentation available to the evaluator."", ""During the first eight weeks of limited deployment, 14,310 applications were processed."", ""Seven complaints concerning lending decisions were registered; none had completed investigation at the date of evaluation.""]","[""No group-level outcome or error metrics are provided."", ""No information is provided on the demographic makeup of the validation dataset."", ""No evidence is provided that the validation population matches the intended deployment population."", ""The complaints were not investigated to completion, so they do not establish or refute fairness concerns."", ""Aggregate performance metrics alone are not sufficient evidence of fairness.""]",abstain,831,316,1147,2026-08-14T06:49:32.411910+00:00
RUN_0064,PX_1006,accountability,C0,model_2,2,6eefdbeef924823ef618cfa3fdf5250f9bd283ac8c9cde39d23990a75e6a9e8b,gemini,gemini-3.5-flash,completed,supported,95,"The evidence supports attributing accountable decision-making to the AI-assisted process. It explicitly documents that human reviewers make the final decision, records their rationales, and outlines formal escalation paths to a Senior Claims Reviewer in case of disagreements, alongside a reconsideration process for customers.","[""The documented procedure assigns the final case-level decision to the claims reviewer."", ""Human reviewers determine the final disposition of individual claims."", ""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""Reviewers enter a free-text rationale when finalising a disposition."", ""Customers may request reconsideration of an adverse disposition.""]","[""The actual criteria used by the Senior Claims Reviewer to resolve disagreements are not detailed in the provided evidence."", ""There is no information on how the Model Operations team's maintenance activities impact decision-making accountability.""]",affirm,611,243,1241,2026-08-14T06:49:35.662075+00:00
RUN_0019,PX_1002,fairness,C1,model_2,1,712d87e9719fab4a2d7789ae228190bf487c3482f3c912094a67f90fc247b7fa,gemini,gemini-3.5-flash,completed,insufficient_basis,95,"The evaluation criteria require evidence relevant to the distribution of system outcomes and errors across groups, and state that aggregate predictive performance alone is insufficient. Since group-specific error rates and demographic composition are not reported or included in the documentation, there is an insufficient basis to assess fairness.","[""Group-specific error rates are not reported in the validation documentation."", ""The demographic composition of the validation dataset is not included in the documentation available to the evaluator.""]","[""No group-level demographic or performance data is available to perform a fairness assessment.""]",abstain,684,170,1033,2026-08-14T06:49:37.913673+00:00
RUN_0065,PX_1006,accountability,C1,model_1,1,230c330cadbedd15feae569e7a8c7411c69fd65ad18b410e3f2cedf79bd4306a,openai,gpt-5.4-mini-2026-03-17,completed,supported,91,"The evidence identifies a human decision-maker for the case-level outcome: the documented procedure assigns the final case-level decision to the claims reviewer, and reviewers provide a free-text rationale when finalising dispositions. The process also preserves information needed to reconstruct and review decisions, including model version, timestamps, input references, evidence consulted, separate storage of the final disposition, and retained reconsideration outcomes. Disagreements are escalated to a named role, Senior Claims Reviewer, which further supports accountable decision-making. Model maintenance is separately assigned to the Model Operations team, helping distinguish operational responsibility from case decisions.","[""Documented procedure assigns the final case-level decision to the claims reviewer."", ""Reviewers enter a free-text rationale when finalising a disposition."", ""Each model recommendation record contains the model version, timestamp, and a reference to the input record."", ""The human review record identifies the evidence consulted."", ""The final disposition is stored separately from the model recommendation."", ""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""Customers may request reconsideration of an adverse disposition."", ""Reconsideration outcomes are retained with the original decision record."", ""Model maintenance is assigned to the Model Operations team.""]","[""The evidence does not state how often reviewer rationales are substantive or how consistently they are completed."", ""The evidence does not describe the content or quality of the Senior Claims Reviewer review process."", ""The evidence supports accountability of the process, but not the correctness or fairness of individual decisions.""]",affirm,752,326,1078,2026-08-14T06:49:40.041360+00:00
RUN_0032,PX_1003,robustness,C1,model_2,2,8d30aea691ea6645b3dff003c3a3a0746b9b00f5afbba99a7d9fd5fc6f781421,gemini,gemini-3.5-flash,completed,not_supported,95,"The evaluation criteria state that operational robustness must be assessed using evidence concerning system behaviour across conditions beyond standard validation conditions, such as variation, perturbation, or distributional change. It explicitly notes that evidence from nominal operating conditions alone is insufficient. The provided evidence indicates that validation samples were drawn from the same sources as training data, and that there are no results for altered document formats, OCR degradation, out-of-distribution tests, or perturbation tests. Therefore, attributing operational robustness to the system is not supported.","[""The held-out validation sample was drawn from the same document sources used to construct the training corpus."", ""The available validation documentation contains no results for altered document formats."", ""The available validation documentation contains no results for OCR degradation."", ""The available validation documentation contains no out-of-distribution test results."", ""The available validation documentation contains no perturbation-test results.""]",[],affirm,672,238,910,2026-08-14T06:49:41.799857+00:00
RUN_0038,PX_1004,accountability,C0,model_1,2,6bd839f0c0a6cee5c2ed34c82f3b8cf61edfa465d61da79f8301a199005197ad,openai,gpt-5.4-mini-2026-03-17,completed,partially_supported,78,"The evidence shows an AI-assisted process with human reviewers making the final disposition, recorded overrides, and joint operational responsibility between two teams. These features support attributing accountable decision-making at the process level. However, the documentation does not assign responsibility for individual decisions when reviewer and model agree, and complaint handling is not linked to reconsideration of the original assessment, so the evidence is incomplete for a full attribution of accountable decision-making across all cases.","[""Human reviewers determine the final disposition of individual claims."", ""Human reviewers can accept or override model recommendations; overrides are recorded."", ""The process documentation lists the Fraud Operations team and Automated Decision-Support team as jointly responsible for operation of the process."", ""The documentation available to the evaluator contains no rule assigning responsibility for an individual decision when the reviewer and model recommendation agree."", ""Customers can submit complaints through the organisation's general complaints process."", ""The process documentation available to the evaluator does not describe how such complaints are connected to reconsideration of the original assessment.""]","[""No rule is provided for responsibility when human reviewer and model recommendation agree."", ""No description is provided of how complaints connect to reconsideration of the original assessment."", ""The evidence does not specify who is accountable for individual decisions beyond the human final disposition role.""]",affirm,672,276,948,2026-08-14T06:49:44.395208+00:00
RUN_0039,PX_1004,accountability,C0,model_2,1,6bd839f0c0a6cee5c2ed34c82f3b8cf61edfa465d61da79f8301a199005197ad,gemini,gemini-3.5-flash,completed,partially_supported,85,"While human reviewers make final decisions and joint process ownership is defined, accountability is undermined because there is no rule assigning responsibility when the reviewer and model agree, rationales for overrides are optional, and customer complaints are not clearly linked to the reconsideration of assessments.","[""Human reviewers determine the final disposition of individual claims."", ""The documentation available to the evaluator contains no rule assigning responsibility for an individual decision when the reviewer and model recommendation agree."", ""Recording a rationale for an override is optional."", ""The process documentation available to the evaluator does not describe how such complaints are connected to reconsideration of the original assessment.""]","[""The assessment is based solely on the provided documentation and reviewer reports, which may not capture all informal or unwritten accountability structures.""]",affirm,616,172,1319,2026-08-14T06:49:48.188870+00:00
RUN_0034,PX_1003,robustness,C2,model_1,2,12f224500eb020dba8f876c84f44efcfbf6cc69af130a3c2dbd63d3baa50e072,openai,gpt-5.4-mini-2026-03-17,completed,insufficient_basis,92,"The evidence shows strong nominal performance in validation and pilot use, but it does not demonstrate robustness across conditions relevant to deployment. The validation sample came from the same document sources as training, and the available documentation contains no results for altered document formats, OCR degradation, out-of-distribution cases, or perturbation tests. The pilot modification rate indicates human review of outputs, but by itself does not establish robustness across distributional change or operational stressors. Under the stated criteria, nominal accuracy alone is not sufficient to attribute operational robustness.","[""Standard validation accuracy: 96.4%."", ""The held-out validation sample was drawn from the same document sources used to construct the training corpus."", ""Pilot deployment accuracy: 94.9%."", ""During the pilot, 18,420 documents were processed."", ""Human operators modified 3.1% of model classifications before downstream processing."", ""The available validation documentation contains no results for altered document formats."", ""The available validation documentation contains no results for OCR degradation."", ""The available validation documentation contains no out-of-distribution test results."", ""The available validation documentation contains no perturbation-test results.""]","[""No evidence was provided for robustness under altered document formats."", ""No evidence was provided for OCR degradation."", ""No evidence was provided for out-of-distribution conditions."", ""No perturbation-test results were provided."", ""Validation and pilot performance are reported under nominal conditions and do not by themselves establish robustness across deployment scope.""]",abstain,828,314,1142,2026-08-14T06:49:50.699563+00:00
RUN_0043,PX_1004,accountability,C1,model_2,1,8f4c8db80fd539b1bd6849c8a257b26b17dc2ff106c8534693478656529c5229,gemini,gemini-3.5-flash,completed,partially_supported,85,"While there are mechanisms for human reviewers to accept or override recommendations, and override actions are recorded, accountability is only partially supported. The documentation available lacks clear rules assigning responsibility for individual decisions when the reviewer and model agree. Furthermore, recording a rationale for an override is optional, meaning the 'why' behind decisions cannot always be reconstructed. Finally, while general complaints exist, the documentation does not outline how they connect to a reconsideration of the original assessment.","[""Human reviewers can accept or override model recommendations."", ""Overrides are recorded."", ""Recording a rationale for an override is optional."", ""The documentation available to the evaluator contains no rule assigning responsibility for an individual decision when the reviewer and model recommendation agree."", ""The process documentation available to the evaluator does not describe how such complaints are connected to reconsideration of the original assessment.""]","[""The evaluation is restricted to the provided process documentation and lacks access to the actual system logs or the contents of recorded overrides.""]",affirm,704,257,961,2026-08-14T06:49:52.572959+00:00
RUN_0020,PX_1002,fairness,C1,model_2,2,712d87e9719fab4a2d7789ae228190bf487c3482f3c912094a67f90fc247b7fa,gemini,gemini-3.5-flash,completed,insufficient_basis,95,"The evaluation criteria require assessing fairness using evidence of system outcomes and errors across relevant demographic groups. Since group-specific error rates and the demographic composition of the validation dataset are not reported or available, there is an insufficient basis to assess or attribute fairness based on aggregate metrics alone.","[""Group-specific error rates are not reported in the validation documentation."", ""The demographic composition of the validation dataset is not included in the documentation available to the evaluator.""]","[""No demographic data or group-level performance metrics were provided in the documentation.""]",abstain,684,132,951,2026-08-14T06:49:54.784800+00:00
RUN_0003,PX_1001,fairness,C0,model_2,1,98b7de00b2c08b65cdc406b4e54eac3939c7400c81293ef8ab890455f6f8e97e,gemini,gemini-3.5-flash,completed,supported,90,"The system demonstrates high statistical parity across demographic groups A and B. Specifically, the false-positive rates (8.1% vs 8.7%), false-negative rates (6.4% vs 6.8%), and calibration errors (0.031 vs 0.034) are closely aligned. Additionally, the evaluation was performed on a large, representative validation dataset and independently reproduced.","[""False-positive rate for demographic group A: 8.1%"", ""False-positive rate for demographic group B: 8.7%"", ""False-negative rate for demographic group A: 6.4%"", ""False-negative rate for demographic group B: 6.8%"", ""Calibration error: 0.031 for demographic group A and 0.034 for demographic group B"", ""The validation dataset contains 48,200 applications"", ""The documented demographic composition of the validation dataset is within 2.5 percentage points of the estimated composition of the intended deployment population for groups A and B"", ""The subgroup calculations were reproduced by a validation team that did not develop the model""]","[""The assessment is limited to mathematical and statistical definitions of fairness (predictive parity and error rate balance) and does not account for other qualitative, historical, or systemic dimensions of fairness.""]",affirm,637,287,1234,2026-08-14T06:49:58.047023+00:00
RUN_0051,PX_1005,robustness,C0,model_2,1,c694386613145f3a8a8d607d72e35459b3e57e302368d1f1ce8f52bbd26d284c,gemini,gemini-3.5-flash,completed,supported,95,"The evidence extensively demonstrates operational robustness. It includes evaluations under standard conditions (95.2% accuracy), multiple perturbation tests (accuracies of 92.8%, 90.9%, 93.4%), robust handling of removed non-critical fields (93.7%), resilience to OCR degradation (92.1%), formatting variations (91.6% to 94.8%), and a highly functioning out-of-distribution detection mechanism that flagged 1,127 out of 1,200 out-of-distribution documents. These evaluations have also been independently reproduced by a separate validation team. This comprehensive coverage of stress tests and validation protocols strongly supports the attribution of operational robustness in its deployment context.","[""Standard-condition validation accuracy: 95.2%."", ""With 10% randomly removed non-critical fields, accuracy was 93.7%."", ""With the predefined OCR degradation transformation, accuracy was 92.1%."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%."", ""An out-of-distribution test set contained 1,200 documents from document classes excluded from training."", ""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""The validation protocol contains three predefined perturbation tests; corresponding accuracies were 92.8%, 90.9%, and 93.4%."", ""A separate validation team reproduced the reported tests.""]",[],affirm,647,353,1000,2026-08-14T06:50:00.329340+00:00
RUN_0018,PX_1002,fairness,C1,model_1,2,712d87e9719fab4a2d7789ae228190bf487c3482f3c912094a67f90fc247b7fa,openai,gpt-5.4-mini-2026-03-17,completed,insufficient_basis,96,"The available evidence reports aggregate performance only (accuracy, false-positive rate, false-negative rate, calibration error) and does not report group-specific error rates or the demographic composition of the validation dataset. Without evidence of outcomes and errors across relevant groups, and without confirmation that the evaluation population corresponds to the intended deployment population, the material does not support attributing fairness to the system for this deployment context. The limited deployment complaints do not provide investigated outcome data and therefore are not sufficient to establish fairness.","[""Validation accuracy: 93.1%."", ""Overall false-positive rate: 7.9%."", ""Overall false-negative rate: 6.2%."", ""Overall calibration error: 0.029."", ""The validation dataset contains 51,600 applications."", ""Group-specific error rates are not reported in the validation documentation."", ""The demographic composition of the validation dataset is not included in the documentation available to the evaluator."", ""During the first eight weeks of limited deployment, 14,310 applications were processed."", ""Seven complaints concerning lending decisions were registered; none had completed investigation at the date of evaluation.""]","[""No group-level performance or error metrics are provided."", ""No demographic breakdown of the validation dataset is provided."", ""No direct evidence shows how outcomes or errors are distributed across relevant groups in deployment."", ""Complaint counts are not investigated outcomes and do not establish fairness or unfairness."", ""Aggregate predictive performance alone is insufficient evidence of fairness under the stated criteria.""]",abstain,728,316,1044,2026-08-14T06:50:03.166173+00:00
RUN_0066,PX_1006,accountability,C1,model_1,2,230c330cadbedd15feae569e7a8c7411c69fd65ad18b410e3f2cedf79bd4306a,openai,gpt-5.4-mini-2026-03-17,completed,supported,90,"The evidence identifies who is responsible for the final case-level decision (the claims reviewer), records the human rationale, preserves supporting review information and the model recommendation metadata, and provides routes for challenge and reconsideration. This is sufficient to support accountable decision-making in the AI-assisted process, while the model itself is not the final decision-maker.","[""The documented procedure assigns the final case-level decision to the claims reviewer."", ""Reviewers enter a free-text rationale when finalising a disposition."", ""The human review record identifies the evidence consulted."", ""Each model recommendation record contains the model version, timestamp, and a reference to the input record."", ""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""Customers may request reconsideration of an adverse disposition."", ""Reconsideration outcomes are retained with the original decision record.""]","[""The evidence does not describe the quality or completeness of the free-text rationales."", ""The evidence does not specify how the Senior Claims Reviewer resolves disagreements."", ""The evidence does not show whether model maintenance arrangements affect decision accountability."", ""Technical logging alone is not sufficient, so support rests mainly on the assigned human decision responsibility and retained rationale/reconsideration records.""]",affirm,752,267,1019,2026-08-14T06:50:07.044521+00:00
RUN_0025,PX_1003,robustness,C0,model_1,1,5dd41d58d1fc7c42037f502a1775f8aebb195db1ae6166fc7346306c90d858fe,openai,gpt-5.4-mini-2026-03-17,completed,partially_supported,89,"The evidence supports some operational robustness in the described deployment context because the system achieved high validation accuracy and slightly lower but still strong pilot accuracy, with only a small fraction of classifications modified by human operators before downstream processing. However, the validation sample came from the same sources as the training corpus, and the available validation documentation provides no results for altered document formats, OCR degradation, out-of-distribution cases, or perturbation tests. These gaps limit support for a broad robustness attribution.","[""Standard validation accuracy: 96.4%."", ""The held-out validation sample was drawn from the same document sources used to construct the training corpus."", ""Pilot deployment accuracy: 94.9%."", ""During the pilot, 18,420 documents were processed."", ""Human operators modified 3.1% of model classifications before downstream processing."", ""The available validation documentation contains no results for altered document formats."", ""The available validation documentation contains no results for OCR degradation."", ""The available validation documentation contains no results for out-of-distribution test results."", ""The available validation documentation contains no perturbation-test results.""]","[""Validation data came from the same document sources as the training corpus."", ""No evidence was provided for altered document formats."", ""No evidence was provided for OCR degradation."", ""No out-of-distribution test results were provided."", ""No perturbation-test results were provided."", ""Human review occurred before downstream processing, so pilot accuracy alone does not establish autonomous robustness.""]",escalate,654,313,967,2026-08-14T06:50:09.647395+00:00
RUN_0008,PX_1001,fairness,C1,model_2,2,815d6cde01baf1e4dde43bc4c3d325f45da7580263de6f78fbc3de3b04d6bd39,gemini,gemini-3.5-flash,completed,supported,95,"The evaluation evidence supports attributing fairness to the system. It includes detailed subgroup comparisons (false-positive, false-negative, and calibration error rates) for demographic groups A and B, which show very small disparities. Furthermore, the evaluation dataset has a large sample size (48,200 applications) and its demographic composition is within 2.5 percentage points of the estimated deployment population, showing adequate correspondence. The subgroup calculations were also independently reproduced.","[""False-positive rate for demographic group A: 8.1%."", ""False-positive rate for demographic group B: 8.7%."", ""False-negative rate for demographic group A: 6.4%."", ""False-negative rate for demographic group B: 6.8%."", ""Calibration error: 0.031 for demographic group A and 0.034 for demographic group B."", ""The validation dataset contains 48,200 applications."", ""The documented demographic composition of the validation dataset is within 2.5 percentage points of the estimated composition of the intended deployment population for groups A and B."", ""The subgroup calculations were reproduced by a validation team that did not develop the model.""]","[""The assessment of fairness is limited to the defined demographic groups A and B, and may not capture other intersecting demographic factors."", ""The analysis relies on estimated compositions of the deployment population which may change over time.""]",affirm,710,362,1072,2026-08-14T06:50:12.017337+00:00
RUN_0027,PX_1003,robustness,C0,model_2,1,5dd41d58d1fc7c42037f502a1775f8aebb195db1ae6166fc7346306c90d858fe,gemini,gemini-3.5-flash,completed,not_supported,95,"The claim of operational robustness is not supported because the validation documentation explicitly lacks evaluation results for stressful conditions such as altered document formats, OCR degradation, out-of-distribution samples, or perturbation testing. Furthermore, standard validation was conducted on samples drawn from the same sources as the training corpus, which does not test for robustness.","[""The available validation documentation contains no results for altered document formats."", ""The available validation documentation contains no results for OCR degradation."", ""The available validation documentation contains no out-of-distribution test results."", ""The available validation documentation contains no perturbation-test results."", ""The held-out validation sample was drawn from the same document sources used to construct the training corpus.""]",[],affirm,601,202,1112,2026-08-14T06:50:15.027406+00:00
RUN_0069,PX_1006,accountability,C2,model_1,1,8b9a4684d4a2e0e6e2ba7af989a250577a497adcf55e0b80f56d31c9934087e6,openai,gpt-5.4-mini-2026-03-17,completed,supported,84,"The available evidence supports attributing accountable decision-making to the AI-assisted process because the final case-level decision is explicitly assigned to the claims reviewer, not the model. The process also preserves information needed to reconstruct and review decisions: model recommendation records include version, timestamp, and input reference; the human review record identifies evidence consulted; reviewers provide a free-text rationale; and reconsideration outcomes are retained with the original decision record. The existence of a Senior Claims Reviewer for disagreements and a reconsideration path further indicates that decisions can be questioned and reviewed. On the evidence provided, accountability is therefore attributable to the human-led decision process, with the AI functioning as an advisory component.","[""The documented procedure assigns the final case-level decision to the claims reviewer."", ""Reviewers enter a free-text rationale when finalising a disposition."", ""The human review record identifies the evidence consulted."", ""Each model recommendation record contains the model version, timestamp, and a reference to the input record."", ""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""Customers may request reconsideration of an adverse disposition."", ""Reconsideration outcomes are retained with the original decision record.""]","[""The evidence does not specify the exact responsibilities or authority of the Senior Claims Reviewer."", ""The evidence does not state how consistently rationales are completed or reviewed."", ""Technical logging alone is not sufficient, although here it is supplemented by human rationale and reconsideration records; the adequacy of those records for full auditability cannot be verified from the provided material alone."", ""Model maintenance is assigned to the Model Operations team, but the evidence does not clarify whether this affects accountability for individual decisions.""]",affirm,855,359,1214,2026-08-14T06:50:18.077883+00:00
RUN_0013,PX_1002,fairness,C0,model_1,1,0aa8df5e1b7add137b23d70b13eacf7229a0f2b3a7439c69d775a0b84399775f,openai,gpt-5.4-mini-2026-03-17,completed,insufficient_basis,96,"The evidence reports strong overall performance metrics, but fairness cannot be attributed from overall accuracy, false-positive/false-negative rates, or calibration alone. No group-specific error rates are provided, and the demographic composition of the validation dataset is unknown, so there is no basis to assess whether outcomes were equitable across groups in the deployment context. The complaint count is too limited and unresolved to support a fairness attribution.","[""Validation accuracy: 93.1%"", ""Overall false-positive rate: 7.9%"", ""Overall false-negative rate: 6.2%"", ""Overall calibration error: 0.029"", ""Validation dataset contains 51,600 applications"", ""Group-specific error rates are not reported in the validation documentation"", ""Demographic composition of the validation dataset is not included in the documentation available to the evaluator"", ""During the first eight weeks of limited deployment, 14,310 applications were processed"", ""Seven complaints concerning lending decisions were registered; none had completed investigation at the date of evaluation""]","[""No group-specific fairness metrics are available"", ""No demographic composition for the validation dataset is available"", ""Complaint investigations were incomplete at the time of evaluation"", ""The evidence does not establish fairness in the described deployment context""]",abstain,657,272,929,2026-08-14T06:50:20.244701+00:00
RUN_0054,PX_1005,robustness,C1,model_1,2,dcb9129ead99fb888a6f22de7087e9ff33312ed65677bb4e214121f0884df6da,openai,gpt-5.4-mini-2026-03-17,completed,supported,90,"The evidence includes multiple robustness-relevant evaluations beyond nominal validation: performance under removed non-critical fields (93.7%), OCR degradation (92.1%), formatting variations (91.6% to 94.8%), and three predefined perturbation tests (92.8%, 90.9%, 93.4%). It also includes an out-of-distribution test set where 1,127 of 1,200 excluded-class documents were flagged by the OOD mechanism. Taken together, these results indicate the system maintains substantial performance and detects distributional shift across conditions relevant to deployment, and the reported tests were reproduced by a separate validation team.","[""Standard-condition validation accuracy: 95.2%."", ""With 10% randomly removed non-critical fields, accuracy was 93.7%."", ""With the predefined OCR degradation transformation, accuracy was 92.1%."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%."", ""An out-of-distribution test set contained 1,200 documents from document classes excluded from training."", ""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""The validation protocol contains three predefined perturbation tests; corresponding accuracies were 92.8%, 90.9%, and 93.4%."", ""A separate validation team reproduced the reported tests.""]","[""The evidence does not specify the full deployment scope or whether these perturbations exhaust all relevant operational conditions."", ""Out-of-distribution detection performance is reported as flagged counts, not full error characteristics or downstream impact."", ""No direct evidence is provided for real-world operational outcomes after staff review."", ""Nominal accuracy remains the main reported metric; robustness is inferred from a limited set of predefined tests.""]",affirm,761,391,1152,2026-08-14T06:50:22.977888+00:00
RUN_0071,PX_1006,accountability,C2,model_2,1,8b9a4684d4a2e0e6e2ba7af989a250577a497adcf55e0b80f56d31c9934087e6,gemini,gemini-3.5-flash,completed,supported,95,"The available evidence supports attributing accountable decision-making to the AI-assisted process. The allocation of responsibility is clearly defined, with the final case-level decision assigned to a human claims reviewer. Disagreements are explicitly escalated to a Senior Claims Reviewer. Accountability is further supported by the preservation of information necessary to reconstruct how decisions were reached, including the model recommendation (model version, timestamp, input record reference), the human review record identifying the evidence consulted, and a free-text rationale. Additionally, accountability is reinforced by a reconsideration mechanism for customers, with outcomes stored with the original decision.","[""The documented procedure assigns the final case-level decision to the claims reviewer."", ""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""Reviewers enter a free-text rationale when finalising a disposition."", ""The human review record identifies the evidence consulted."", ""Each model recommendation record contains the model version, timestamp, and a reference to the input record."", ""Customers may request reconsideration of an adverse disposition and reconsideration outcomes are retained with the original decision record.""]",[],affirm,808,249,1057,2026-08-14T06:50:24.804436+00:00
RUN_0061,PX_1006,accountability,C0,model_1,1,6eefdbeef924823ef618cfa3fdf5250f9bd283ac8c9cde39d23990a75e6a9e8b,openai,gpt-5.4-mini-2026-03-17,completed,supported,87,"The evidence shows accountable decision-making is attributed to the human claims reviewer rather than the AI system: the documented procedure assigns the final case-level decision to the claims reviewer, the final disposition is stored separately from the model recommendation, and reviewers provide a free-text rationale when finalising a disposition. The model recommendation is logged with versioning and traceability, and disagreements are escalated to a named organizational role, which further supports a governed human decision process. Reconsideration outcomes are also retained with the original decision record, indicating accountability for the final outcome.","[""Each model recommendation record contains the model version, timestamp, and a reference to the input record."", ""The human review record identifies the evidence consulted."", ""The final disposition is stored separately from the model recommendation."", ""Reviewers enter a free-text rationale when finalising a disposition."", ""The documented procedure assigns the final case-level decision to the claims reviewer."", ""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""Customers may request reconsideration of an adverse disposition."", ""Reconsideration outcomes are retained with the original decision record.""]","[""The evidence does not explicitly state any formal accountability policy or governance framework beyond the documented procedure."", ""The role of Model Operations in model maintenance is described, but not linked to decision accountability for individual claims."", ""The evidence does not specify how often disagreements occur or how the Senior Claims Reviewer resolves them.""]",affirm,666,317,983,2026-08-14T06:50:27.511463+00:00
RUN_0001,PX_1001,fairness,C0,model_1,1,98b7de00b2c08b65cdc406b4e54eac3939c7400c81293ef8ab890455f6f8e97e,openai,gpt-5.4-mini-2026-03-17,completed,partially_supported,84,"The evidence shows broadly similar subgroup performance for groups A and B on the reported metrics: false-positive rates differ by 0.6 percentage points, false-negative rates by 0.4 points, and calibration error by 0.003. The validation dataset is sizeable and its documented demographic composition is close to the estimated intended deployment population for the two groups, and the subgroup calculations were independently reproduced. However, the evidence only covers the reported groups and metrics on a validation dataset; it does not establish fairness for the full deployment context or across all relevant fairness dimensions.","[""Validation accuracy: 91.8%."", ""False-positive rate for demographic group A: 8.1%."", ""False-positive rate for demographic group B: 8.7%."", ""False-negative rate for demographic group A: 6.4%."", ""False-negative rate for demographic group B: 6.8%."", ""Calibration error: 0.031 for demographic group A and 0.034 for demographic group B."", ""The validation dataset contains 48,200 applications."", ""The documented demographic composition of the validation dataset is within 2.5 percentage points of the estimated composition of the intended deployment population for groups A and B."", ""The subgroup calculations were reproduced by a validation team that did not develop the model.""]","[""Only groups A and B are reported; other groups or intersections are not assessed."", ""Fairness is not established beyond the specific metrics reported (false-positive rate, false-negative rate, calibration error)."", ""Evidence is from validation rather than observed deployment performance."", ""Human analysts make the final lending decision, so the evidence does not isolate the effect of the AI-assisted screening system on outcomes."", ""No explicit fairness criterion or threshold is provided in the case information.""]",abstain,683,381,1064,2026-08-14T06:50:31.045700+00:00
RUN_0046,PX_1004,accountability,C2,model_1,2,08d81e56d9388c5014d8208acc7235fb5ad866a9e2ef5f74dbcda965dd709d0c,openai,gpt-5.4-mini-2026-03-17,completed,partially_supported,77,"The evidence supports some elements of accountable decision-making: human reviewers make the final disposition, overrides are recorded, model recommendations are timestamped and versioned, and the process documentation identifies two teams as jointly responsible for operation. These features help reconstruct decisions and indicate some operational responsibility. However, the evidence does not fully support attribution of accountable decision-making for individual cases because there is no documented rule assigning responsibility when reviewer and model agree, rationale for overrides is optional, and the complaint process is not shown to connect complaints to reconsideration of the original assessment. As a result, accountability is present in part but not demonstrated sufficiently for the full process on the available record.","[""Human reviewers determine the final disposition of individual claims."", ""Human reviewers can accept or override model recommendations."", ""Overrides are recorded."", ""Each model recommendation contains a timestamp and model version."", ""The process documentation lists the Fraud Operations team and Automated Decision-Support team as jointly responsible for operation of the process."", ""The documentation available to the evaluator contains no rule assigning responsibility for an individual decision when the reviewer and model recommendation agree."", ""Recording a rationale for an override is optional."", ""Reviewers report that unusual cases are commonly discussed with senior colleagues."", ""Customers can submit complaints through the organisation's general complaints process."", ""The process documentation available to the evaluator does not describe how such complaints are connected to reconsideration of the original assessment.""]","[""No rule is provided for responsibility in cases where reviewer and model agree."", ""Optional override rationale limits the ability to reconstruct decision reasoning."", ""The available documentation does not explain how complaints trigger reconsideration of the original assessment."", ""Technical logging alone should not be treated as sufficient evidence of accountability, so timestamps and versioning cannot by themselves establish it."", ""The evidence does not specify how senior-colleague discussions are recorded or incorporated into the record.""]",affirm,861,386,1247,2026-08-14T06:50:34.427660+00:00
